"participant_id","trial","study","search_step","search_target","search_option","chose_option","total_reveals_in_trial","search_cost_eur"
"study2_53",8,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",9,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",9,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",9,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",10,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",10,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",10,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",10,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",11,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",11,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",11,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",12,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",12,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",12,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",12,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",13,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",13,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",13,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",14,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",14,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",14,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",14,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",15,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",15,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",15,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",15,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",16,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",16,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",16,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",16,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",17,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",17,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",17,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",17,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",18,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",18,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",18,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",18,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",19,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",19,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",20,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",20,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",20,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",20,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",21,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",21,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_53",21,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",21,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_53",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",22,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",22,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",22,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",23,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",23,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",23,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",24,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_53",24,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_53",24,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_54",1,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",1,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",1,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",1,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",2,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_54",3,"study2",1,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_54",3,"study2",2,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_54",3,"study2",3,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_54",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_54",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_54",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_54",6,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_54",7,"study2",1,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",7,"study2",2,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",7,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_54",8,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_54",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_54",9,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_54",10,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",10,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",10,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",10,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",11,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",11,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_54",12,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_54",13,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_54",14,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",14,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",14,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",14,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",15,"study2",2,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",15,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",16,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",16,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",16,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",16,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",17,"study2",1,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_54",17,"study2",2,"self","higher_own_payoff","lower_own_payoff",3,20
"study2_54",17,"study2",3,"self","lower_own_payoff","lower_own_payoff",3,20
"study2_54",18,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_54",19,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",19,"study2",2,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_54",19,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",19,"study2",4,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_54",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_54",20,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_54",20,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_54",20,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_54",21,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_54",21,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_54",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",22,"study2",2,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",22,"study2",3,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",23,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",23,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",3,20
"study2_54",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_54",24,"study2",3,"self","lower_own_payoff","higher_own_payoff",3,20
"study2_55",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",6,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_55",6,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_55",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_55",8,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_55",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",13,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_55",13,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_55",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_55",23,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_55",23,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_55",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_56",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_56",1,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_56",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_56",2,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_56",3,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_56",3,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_56",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_56",4,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_56",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_56",6,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",7,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",8,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_56",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_56",10,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",11,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",12,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",13,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_56",14,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_56",15,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",16,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_56",17,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",18,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",19,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",20,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",21,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",22,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",23,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_56",24,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_57",1,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_57",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",7,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_57",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",9,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_57",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",13,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_57",13,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_57",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",15,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_57",16,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_57",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",18,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_57",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",20,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_57",21,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_57",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_57",24,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_58",1,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_58",1,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_58",2,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_58",2,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_58",3,"study2",1,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_58",3,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_58",4,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_58",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",8,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_58",9,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_58",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",13,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_58",13,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_58",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",15,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_58",16,"study2",1,"self","higher_own_payoff","lower_own_payoff",1,0
"study2_58",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",18,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_58",18,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_58",18,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_58",18,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_58",19,"study2",1,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_58",19,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_58",19,"study2",3,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_58",19,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_58",20,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_58",20,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_58",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_58",21,"study2",2,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_58",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_58",22,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_58",22,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_58",22,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_58",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_58",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_58",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",1,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_59",1,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_59",1,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_59",1,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_59",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",2,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_59",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",4,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_59",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_59",7,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",7,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",8,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_59",8,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_59",9,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_59",9,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_59",10,"study2",1,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_59",10,"study2",2,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_59",10,"study2",3,"self","higher_own_payoff","lower_own_payoff",4,30
"study2_59",10,"study2",4,"self","lower_own_payoff","lower_own_payoff",4,30
"study2_59",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",11,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",11,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",11,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",12,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",12,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",12,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",12,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",13,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",14,"study2",1,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",14,"study2",2,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",14,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",14,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_59",16,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_59",16,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_59",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",17,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",17,"study2",3,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",17,"study2",4,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",18,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",19,"study2",1,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",19,"study2",2,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",20,"study2",1,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",20,"study2",2,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",20,"study2",3,"self","higher_own_payoff","higher_own_payoff",4,30
"study2_59",20,"study2",4,"self","lower_own_payoff","higher_own_payoff",4,30
"study2_59",21,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_59",21,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_59",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",22,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_59",23,"study2",1,"self","higher_own_payoff","lower_own_payoff",2,10
"study2_59",23,"study2",2,"self","lower_own_payoff","lower_own_payoff",2,10
"study2_59",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_59",24,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_6",1,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",2,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_6",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",4,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",5,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_6",6,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",7,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_6",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",12,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_6",13,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_6",14,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",15,"study2",1,"self","lower_own_payoff","lower_own_payoff",1,0
"study2_6",16,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",18,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",19,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",20,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_6",21,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",22,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",23,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_6",24,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",2,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",3,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
"study2_60",3,"study2",2,"self","lower_own_payoff","higher_own_payoff",2,10
"study2_60",4,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",5,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",6,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",7,"study2",1,"self","lower_own_payoff","higher_own_payoff",1,0
"study2_60",8,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",9,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",10,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",11,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",12,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",13,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",14,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",15,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",16,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",17,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",18,"study2",1,"self","higher_own_payoff","higher_own_payoff",1,0
"study2_60",19,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_60",20,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_60",21,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_60",22,"study2",1,"other","lower_own_payoff","higher_own_payoff",1,0
"study2_60",23,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_60",24,"study2",1,"other","higher_own_payoff","higher_own_payoff",1,0
"study2_61",1,"study2",1,"self","higher_own_payoff","higher_own_payoff",2,10
