"participant_id","study","age","gender","svo_angle_ring","svo_angle_slider","svo_angle_mean","condition_preference_rating"
"study2_41","study2",27,"male",37.5068128696839,45,41.2534064348419,NA
"study2_42","study2",25,"female",9.86580694308437,36.9544904119328,23.4101486775086,NA
"study2_43","study2",37,"male",33.2834008410999,45,39.14170042055,NA
"study2_44","study2",37,"male",0,16.9619533812933,8.48097669064665,NA
"study2_45","study2",57,"female",29.5165366559574,16.9619533812933,23.2392450186253,NA
"study2_46","study2",35,"male",15.0791339749611,16.9619533812933,16.0205436781272,NA
"study2_48","study2",23,"male",0,16.9619533812933,8.48097669064665,NA
"study2_49","study2",28,"female",22.8736651906267,36.3432459033854,29.6084555470061,NA
"study2_50","study2",29,"female",7.53733805729811,16.9619533812933,12.2496457192957,NA
"study2_51","study2",26,"female",0,16.9619533812933,8.48097669064665,NA
"study2_52","study2",48,"male",9.93509769345083,33.7348648425068,21.8349812679788,NA
"study2_53","study2",26,"female",45,35.4337385555479,40.216869277774,NA
"study2_54","study2",24,"other",7.19923363836765,23.5449690291613,15.3721013337645,NA
"study2_55","study2",24,"female",0,16.9619533812933,8.48097669064665,NA
"study2_56","study2",27,"male",15.0078752205107,29.5772031701029,22.2925391953068,NA
"study2_57","study2",24,"female",15.0078752205107,16.9619533812933,15.984914300902,NA
"study2_58","study2",34,"male",0,17.9611707405311,8.98058537026555,NA
"study2_59","study2",29,"male",34.8801769338699,44.7618033762248,39.8209901550473,NA
"study2_60","study2",32,"female",0,16.9619533812933,8.48097669064665,NA
"study2_61","study2",18,"female",45,42.7945771596961,43.8972885798481,NA
"study2_62","study2",26,"male",8.63713141507075,11.5801935805144,10.1086624977926,NA
"study2_63","study2",27,"female",21.1285598606071,44.550336665744,32.8394482631755,NA
"study2_64","study2",27,"male",0,17.4619871606664,8.7309935803332,NA
"study2_65","study2",43,"male",7.19923363836765,26.3185939978819,16.7589138181248,NA
"study2_66","study2",33,"female",0,16.9619533812933,8.48097669064665,NA
"study2_67","study2",24,"female",33.2834008410999,39.3006552975721,36.292028069336,NA
"study2_68","study2",29,"female",52.5634958970672,31.5538344280056,42.0586651625364,NA
"study2_69","study2",50,"male",41.6475927528969,45.8014118533944,43.7245023031456,NA
"study2_70","study2",30,"female",7.53733805729811,23.8704867629436,15.7039124101209,NA
"study2_71","study2",34,"female",5.92643238178527,16.9619533812933,11.4441928815393,NA
"study2_72","study2",36,"male",0,16.9619533812933,8.48097669064665,NA
"study2_73","study2",28,"female",59.5110595001691,42.0342485279496,50.7726540140593,NA
"study2_74","study2",24,"male",-37.5068128696839,8.98681224954417,-14.2600003100699,NA
"study2_75","study2",29,"male",6.35727966055777,22.9609072268993,14.6590934437285,NA
"study2_76","study2",22,"female",2.48126480119584,41.0847918558947,21.7830283285453,NA
"study2_77","study2",52,"male",7.53733805729811,40.7281890013095,24.1327635293038,NA
"study2_78","study2",27,"female",28.7882688668514,36.6646728074596,32.7264708371555,NA
"study2_79","study2",29,"female",0,24.9030243257089,12.4515121628544,NA
"study2_80","study2",31,"female",22.4645922129485,30.1953725756785,26.3299823943135,NA
"study2_81","study2",29,"female",0,16.9619533812933,8.48097669064665,NA
"study2_82","study2",19,"female",0,17.3184054574351,8.65920272871755,NA
"study2_84","study2",37,"male",0,16.9619533812933,8.48097669064665,NA
"study2_85","study2",39,"female",0,16.9619533812933,8.48097669064665,NA
"study2_86","study2",33,"female",-7.53733805729811,16.9619533812933,4.71230766199759,NA
"study2_87","study2",60,"male",23.4160307582304,41.5915433634278,32.5037870608291,NA
"study2_88","study2",54,"male",0,16.9619533812933,8.48097669064665,NA
"study2_89","study2",37,"male",0,16.9619533812933,8.48097669064665,NA
"study2_90","study2",35,"female",19.8507159961252,41.1098755959382,30.4802957960317,NA
"study2_91","study2",58,"male",0,16.9619533812933,8.48097669064665,NA
"study2_92","study2",28,"female",45,41.1446317926776,43.0723158963388,NA
"study2_93","study2",58,"male",40.1792339219073,42.8733323872234,41.5262831545653,NA
"study2_95","study2",26,"male",1.74531474977637,23.2926060074673,12.5189603786218,NA
"study2_96","study2",20,"female",0,25.483258635722,12.741629317861,NA
"study2_97","study2",32,"female",53.3229085120094,43.7391481338819,48.5310283229456,NA
"study2_98","study2",26,"male",30.0212253575505,34.4805022314074,32.2508637944789,NA
"study2_99","study2",29,"male",58.4412048370986,42.8940750818402,50.6676399594694,NA
"study2_100","study2",21,"female",30.0294017615146,19.8057139093724,24.9175578354435,NA
"study2_101","study2",60,"female",3.25194560036386,11.5801935805144,7.41606959043913,NA
"study2_102","study2",25,"female",0,20.5469226563159,10.2734613281579,NA
"study2_104","study2",35,"female",0,16.9619533812933,8.48097669064665,NA
"study2_105","study2",28,"female",30.0212253575505,26.9302876785118,28.4757565180311,NA
"study2_107","study2",30,"female",15.0078752205107,26.0949425102565,20.5514088653836,NA
"study2_108","study2",36,"male",0,16.9619533812933,8.48097669064665,NA
"study2_109","study2",30,"female",0,16.9619533812933,8.48097669064665,NA
"study2_110","study2",27,"female",59.7035518237615,42.4782403475464,51.090896085654,NA
"study2_111","study2",27,"male",52.4931871303161,41.1365407791171,46.8148639547166,NA
"study2_112","study2",31,"male",52.4786895081482,42.4535334516806,47.4661114799144,NA
"study2_113","study2",38,"female",0,16.9619533812933,8.48097669064665,NA
"study2_114","study2",24,"female",0,16.9619533812933,8.48097669064665,NA
"study2_115","study2",26,"other",3.25194560036386,42.0090909817406,22.6305182910522,NA
"study2_116","study2",19,"female",7.19923363836765,34.6023195962172,20.9007766172924,NA
"study2_118","study2",26,"female",0,16.9619533812933,8.48097669064665,NA
"study2_119","study2",49,"male",45,45,45,NA
"study2_120","study2",71,"male",22.5531385269108,26.2226501963255,24.3878943616182,NA
"study2_121","study2",22,"female",26.2219667775545,40.2898587810887,33.2559127793216,NA
"study2_122","study2",25,"female",-7.12501634890178,16.9619533812933,4.91846851619576,NA
"study2_123","study2",69,"female",13.9564443837118,23.8555441066844,18.9059942451981,NA
"study2_124","study2",33,"female",37.5213104918518,41.7019802665181,39.6116453791849,NA
"study2_125","study2",24,"male",61.2117311331486,41.3248177403936,51.2682744367711,NA
"study2_126","study2",33,"male",26.0149028495681,25.9435464074863,25.9792246285272,NA
"study2_127","study2",51,"female",6.35727966055777,40.7236279825471,23.5404538215524,NA
"study2_128","study2",24,"female",19.8507159961252,28.7794795068526,24.3150977514889,NA
"study2_129","study2",25,"female",2.6351845824514,26.4521655929301,14.5436750876908,NA
"study2_130","study2",21,"female",22.4645922129485,19.9720044100576,21.218298311503,NA
"study2_131","study2",24,"female",0,16.9619533812933,8.48097669064665,NA
"study2_132","study2",39,"male",7.53733805729811,20.4110082223078,13.974173139803,NA
"study2_133","study2",34,"female",0,20.1671726830557,10.0835863415278,NA
"study2_134","study2",32,"male",17.969139740157,30.5516282439195,24.2603839920382,NA
"study2_137","study2",69,"female",1.74531474977637,26.1395075138898,13.9424111318331,NA
"study2_139","study2",25,"female",-9.81616337875373,16.9619533812933,3.57289500126978,NA
"study2_140","study2",30,"male",50.2792800556457,42.9734844528352,46.6263822542405,NA
"study2_141","study2",74,"male",12.5808711019216,32.314994986322,22.4479330441218,NA
"study2_142","study2",19,"female",15.0078752205107,33.0326996154613,24.020287417986,NA
"study2_143","study2",25,"male",52.1446583705914,35.5899353155345,43.8672968430629,NA
"study2_144","study2",23,"female",7.19923363836765,35.6730994509839,21.4361665446758,NA
"study2_145","study2",34,"female",39.7800609516922,42.0089543732967,40.8945076624944,NA
"study2_146","study2",26,"male",0,16.9619533812933,8.48097669064665,NA
"study2_147","study2",20,"female",22.4645922129485,34.1448446004196,28.3047184066841,NA
"study2_148","study2",32,"female",37.5213104918518,33.0106161470678,35.2659633194598,NA
"study2_149","study2",20,"female",18.632292862906,23.7620240590652,21.1971584609856,NA
"study2_150","study2",27,"male",7.53733805729811,29.9773041656621,18.7573211114801,NA
"study2_151","study2",24,"female",51.7164721035597,41.1406559261068,46.4285640148333,NA
"study2_153","study2",19,"female",23.5719191710989,30.3736565455994,26.9727878583492,NA
"study2_154","study2",19,"female",34.4245885602346,22.6460035317714,28.535296046003,NA
"study2_155","study2",15,"female",53.3229085120094,42.4535334516806,47.888220981845,NA
"study2_156","study2",23,"male",10.8473468429534,20.5469226563159,15.6971347496346,NA
"study2_158","study2",26,"male",0,16.9619533812933,8.48097669064665,NA
"study2_160","study2",24,"female",14.3457382538586,30.8078178883269,22.5767780710928,NA
"study2_161","study2",36,"female",22.4645922129485,30.5573455290817,26.5109688710151,NA
"study2_162","study2",23,"female",15.5652599264169,32.4472158187456,24.0062378725812,NA
"study2_163","study2",38,"female",3.25194560036386,16.9619533812933,10.1069494908286,NA
"study2_164","study2",29,"male",22.5531385269108,33.6468363122172,28.099987419564,NA
"study2_165","study2",22,"female",43.909937001787,41.1406559261068,42.5252964639469,NA
"study2_166","study2",63,"female",45,36.6033316621998,40.8016658310999,NA
"study2_168","study2",22,"female",6.35727966055777,25.0459743472257,15.7016270038917,NA
"study2_169","study2",40,"female",0,16.9619533812933,8.48097669064665,NA
"study2_170","study2",84,"female",16.9492242338214,40.6128859415312,28.7810550876763,NA
"study2_171","study2",31,"female",7.53733805729811,16.9619533812933,12.2496457192957,NA
"study2_172","study2",29,"female",18.3834701489816,24.0985210692069,21.2409956090942,NA
"study2_173","study2",27,"female",14.4462908423528,16.9619533812933,15.7041221118231,NA
"study2_174","study2",40,"female",39.0394383426646,32.4610172279981,35.7502277853313,NA
"study2_175","study2",20,"male",30.0212253575505,33.9920650380479,32.0066451977992,NA
"study2_176","study2",21,"female",37.5068128696839,33.0780916809943,35.2924522753391,NA
"study2_178","study2",28,"female",0,12.2535423445899,6.12677117229495,NA
"study2_179","study2",32,"male",0,16.9619533812933,8.48097669064665,NA
"study2_180","study2",34,"female",7.68104365997097,25.6923546354276,16.6866991476993,NA
"study2_181","study2",20,"female",58.0274322405123,47.9563106575037,52.991871449008,NA
"study2_182","study2",23,"female",29.9208660250389,42.2610277550263,36.0909468900326,NA
"study2_183","study2",27,"female",37.4475292864697,37.278481312102,37.3630052992859,NA
"study2_184","study2",58,"female",-5.65621563451599,35.6336816567741,14.9887330111291,NA
"study2_185","study2",27,"female",24.3255752391261,40.9197128120765,32.6226440256013,NA
"study2_186","study2",21,"female",0,16.9619533812933,8.48097669064665,NA
"study2_187","study2",26,"male",45,33.8004780641189,39.4002390320594,NA
"study2_188","study2",26,"female",18.7257878452726,41.2757005408863,30.0007441930794,NA
"study2_189","study2",28,"female",9.93092500513145,33.290800264133,21.6108626346322,NA
"study2_190","study2",22,"female",36.6770914879906,42.0515852285238,39.3643383582572,NA
"study2_191","study2",27,"female",15.0791339749611,20.2118936519114,17.6455138134362,NA
"study2_192","study2",22,"male",38.2835278964403,37.8034031095766,38.0434655030084,NA
"study2_193","study2",57,"male",28.8468378873835,35.6670273217164,32.2569326045499,NA
"study2_194","study2",30,"female",55.1198230661301,42.4535334516806,48.7866782589054,NA
"study2_195","study2",24,"male",6.35727966055777,19.4385678496704,12.8979237551141,NA
"study2_196","study2",26,"female",0,14.3018379475877,7.15091897379385,NA
"study2_197","study2",30,"female",36.4222834749835,41.2809146808327,38.8515990779081,NA
"study2_198","study2",20,"female",45,41.1406559261068,43.0703279630534,NA
"study2_199","study2",24,"female",3.25194560036386,16.9619533812933,10.1069494908286,NA
"study2_201","study2",39,"prefer not to say",13.8286509722801,41.5915433634278,27.710097167854,NA
"study2_202","study2",25,"female",15.0078752205107,32.4222772946108,23.7150762575607,NA
"study2_203","study2",35,"female",45,39.0018685454486,42.0009342727243,NA
"study2_204","study2",20,"female",-74.8904248776596,40.6914645961946,-17.0994801407325,NA
"study2_205","study2",59,"female",7.3940086425983,18.8398884524106,13.1169485475045,NA
"study2_206","study2",19,"female",52.4931871303161,36.2703661603277,44.3817766453219,NA
"study2_207","study2",63,"female",7.15266874999468,39.7545780659345,23.4536234079646,NA
"study2_208","study2",38,"male",-7.19923363836765,16.9619533812933,4.88135987146282,NA
"study2_209","study2",22,"female",0,25.7916348813819,12.8958174406909,NA
"study2_210","study2",27,"female",15.0791339749611,19.7755300280018,17.4273320014814,NA
"study2_211","study2",29,"male",22.5531385269108,29.9502416344371,26.2516900806739,NA
"study2_212","study2",34,"male",50.6375428844599,54.4719103899264,52.5547266371931,NA
"study2_213","study2",41,"female",30.0212253575505,19.4170659861462,24.7191456718483,NA
"study2_214","study2",28,"other",0,11.5801935805144,5.7900967902572,NA
"study2_215","study2",20,"female",45,36.1357331015502,40.5678665507751,NA
"study2_216","study2",68,"female",39.6926731506687,40.9781582472598,40.3354156989643,NA
"study2_217","study2",23,"female",14.3457382538586,23.2926060074673,18.8191721306629,NA
"study2_218","study2",64,"male",11.7881832991076,41.4145428196482,26.6013630593779,NA
"study2_219","study2",24,"female",-11.2739200466362,18.2654351769449,3.49575756515435,NA
"study2_220","study2",24,"female",5.29008120537124,42.0089543732967,23.649517789334,NA
"study2_221","study2",30,"female",0,16.9619533812933,8.48097669064665,NA
"study2_223","study2",25,"male",15.0791339749611,19.7076163789304,17.3933751769457,NA
"study2_224","study2",30,"female",29.9706156499833,39.7474929861225,34.8590543180529,NA
"study2_228","study2",26,"female",28.7882688668514,34.9962831187928,31.8922759928221,NA
"study2_229","study2",39,"male",45,42.0089543732967,43.5044771866484,NA
"study2_230","study2",27,"female",0,16.9619533812933,8.48097669064665,NA
"study2_231","study2",28,"female",37.7697573607484,38.9243756297571,38.3470664952527,NA
"study2_232","study2",24,"male",7.53733805729811,19.8369271859,13.6871326215991,NA
"study2_234","study2",42,"female",22.5531385269108,31.9605771335314,27.2568578302211,NA
"study2_235","study2",27,"male",0,16.9619533812933,8.48097669064665,NA
"study2_236","study2",28,"male",22.4645922129485,19.6359598801914,21.0502760465699,NA
"study2_237","study2",21,"female",5.14276455788424,16.9619533812933,11.0523589695888,NA
"study2_238","study2",34,"female",36.0779991987571,41.9368033904102,39.0074012945836,NA
"study2_239","study2",35,"female",15.0791339749611,30.5331716499609,22.806152812461,NA
"study2_240","study2",33,"female",27.1174727041902,27.1490736366169,27.1332731704035,NA
"study2_241","study2",36,"female",-64.3497737413499,42.4147517685549,-10.9675109863975,NA
"study2_242","study2",25,"male",0,16.9619533812933,8.48097669064665,NA
