"uniqueID";"item";"self_A";"other_A";"self_B";"other_B";"choice_self";"choice_other";"optionSide";"count_trials"
143;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";21
143;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";22
143;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";23
144;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";0
144;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";1
144;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";2
144;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";3
144;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";4
144;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";5
144;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";6
144;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";7
144;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";8
144;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";9
144;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";10
144;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";11
144;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"A_left";12
144;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";13
144;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";14
144;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";15
144;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";16
144;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";17
144;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";18
144;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";19
144;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";20
144;"7";"+1,00";"+3,00";"+0,48";"+2,93";48;293;"B_left";21
144;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";22
144;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";23
145;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";0
145;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";1
145;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";2
145;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";3
145;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";4
145;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";5
145;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";6
145;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";7
145;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";8
145;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";9
145;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";10
145;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";11
145;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";12
145;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";13
145;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";14
145;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";15
145;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";16
145;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";17
145;"7";"+1,00";"+3,00";"+0,48";"+2,93";48;293;"B_left";18
145;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";19
145;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";20
145;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"A_left";21
145;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";22
145;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";23
146;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";0
146;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";1
146;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";2
146;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";3
146;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";4
146;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";5
146;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";6
146;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";7
146;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";8
146;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";9
146;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";10
146;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";11
146;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";12
146;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";13
146;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";14
146;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";15
146;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";16
146;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";17
146;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";18
146;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";19
146;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";20
146;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";21
146;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";22
146;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";23
147;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";0
147;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";1
147;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";2
147;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";3
147;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";4
147;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";5
147;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";6
147;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";7
147;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";8
147;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";9
147;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";10
147;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";11
147;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";12
147;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";13
147;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";14
147;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";15
147;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";16
147;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";17
147;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";18
147;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";19
147;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";20
147;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";21
147;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";22
147;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";23
148;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";0
148;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";1
148;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";2
148;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";3
148;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";4
148;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";5
148;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";6
148;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";7
148;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";8
148;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";9
148;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";10
148;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";11
148;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";12
148;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";13
148;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";14
148;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";15
148;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";16
148;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";17
148;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";18
148;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";19
148;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";20
148;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";21
148;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";22
148;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";23
149;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";0
149;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";1
149;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";2
149;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";3
149;"22";"+2,41";"-0,41";"+2,73";"-0,00";241;-41;"A_left";4
149;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";5
149;"21";"+2,00";"-0,73";"+2,41";"-0,41";200;-73;"B_left";6
149;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";7
149;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";8
149;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";9
149;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";10
149;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";11
149;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";12
149;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";13
149;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";14
149;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";15
149;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";16
149;"12";"-0,93";"+1,52";"-1,00";"+1,00";-100;100;"A_left";17
149;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";18
149;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";19
149;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";20
149;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";21
149;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";22
149;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"A_left";23
150;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";0
150;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";1
150;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";2
150;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";3
150;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";4
150;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";5
150;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";6
150;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";7
150;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";8
150;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";9
150;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";10
150;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";11
150;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";12
150;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";13
150;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"B_left";14
150;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";15
150;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";16
150;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";17
150;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";18
150;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";19
150;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";20
150;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";21
150;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";22
150;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";23
151;"12";"-0,93";"+1,52";"-1,00";"+1,00";-100;100;"B_left";0
151;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";1
151;"6";"+1,52";"+2,93";"+1,00";"+3,00";100;300;"A_left";2
151;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";3
151;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";4
151;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";5
151;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";6
151;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";7
151;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";8
151;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";9
151;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";10
151;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";11
151;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"A_left";12
151;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";13
151;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";14
151;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";15
151;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";16
151;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";17
151;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";18
151;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";19
151;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";20
151;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";21
151;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";22
151;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";23
152;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";0
153;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";0
153;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";1
153;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";2
153;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";3
153;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"B_left";4
153;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";5
153;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";6
153;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";7
153;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";8
153;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";9
153;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"A_left";10
153;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";11
153;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";12
153;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";13
153;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";14
153;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";15
153;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";16
153;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";17
153;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";18
153;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";19
153;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";20
153;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";21
153;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"A_left";22
153;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";23
154;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";0
154;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";1
154;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";2
154;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";3
154;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";4
154;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";5
154;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";6
154;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";7
154;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";8
154;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";9
154;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";10
154;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";11
154;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";12
154;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";13
154;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";14
154;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";15
154;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";16
154;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";17
154;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"B_left";18
154;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";19
154;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";20
154;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";21
154;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"A_left";22
154;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";23
155;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";0
155;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";1
155;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";2
155;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";3
155;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";4
155;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";5
155;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";6
155;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";7
155;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";8
155;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";9
155;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";10
155;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";11
155;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";12
155;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";13
155;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";14
155;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";15
155;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";16
155;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";17
155;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";18
155;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";19
155;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";20
155;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";21
155;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";22
155;"22";"+2,41";"-0,41";"+2,73";"-0,00";241;-41;"A_left";23
156;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";0
156;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";1
156;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";2
156;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";3
156;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";4
156;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";5
156;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";6
156;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";7
156;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";8
156;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";9
156;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";10
156;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";11
156;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";12
156;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";13
156;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";14
156;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";15
156;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";16
156;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";17
156;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";18
156;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";19
156;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";20
156;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";21
156;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";22
156;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";23
157;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";0
157;"10";"-0,41";"+2,41";"-0,73";"+2,00";-73;200;"B_left";1
157;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";2
157;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";3
157;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";4
157;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";5
157;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";6
157;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";7
157;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";8
157;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";9
157;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";10
157;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";11
157;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";12
157;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";13
157;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";14
157;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";15
157;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";16
157;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";17
157;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";18
157;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";19
157;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";20
157;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";21
157;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";22
157;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";23
158;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";0
158;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";1
158;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";2
158;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";3
158;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";4
158;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";5
158;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";6
158;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";7
158;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";8
158;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";9
158;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";10
158;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";11
158;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";12
158;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";13
158;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"B_left";14
158;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";15
158;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";16
158;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";17
158;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";18
158;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";19
158;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";20
158;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";21
158;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";22
158;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";23
159;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";0
159;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";1
159;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";2
