"uniqueID";"item";"self_A";"other_A";"self_B";"other_B";"choice_self";"choice_other";"optionSide";"count_trials"
81;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";1
81;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";2
81;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";3
81;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";4
81;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";5
81;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";6
81;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";7
81;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"B_left";8
81;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";9
81;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";10
81;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";11
81;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";12
81;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";13
81;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";14
81;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";15
81;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";16
81;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";17
81;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";18
81;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";19
81;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";20
81;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";21
81;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";22
81;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";23
82;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";0
82;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";1
82;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";2
82;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";3
82;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";4
82;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";5
82;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";6
82;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";7
82;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";8
82;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";9
82;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";10
82;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";11
82;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";12
82;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";13
82;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";14
82;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";15
82;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";16
82;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";17
82;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";18
82;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"A_left";19
82;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"B_left";20
82;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";21
82;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";22
82;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";23
83;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";0
83;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";1
83;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";2
83;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";3
83;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";4
83;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";5
83;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";6
83;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";7
83;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";8
83;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";9
83;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";10
83;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";11
83;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";12
83;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";13
83;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";14
83;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";15
83;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";16
83;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";17
83;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";18
83;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";19
83;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";20
83;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";21
83;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";22
83;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";23
84;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";0
84;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";1
84;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";2
84;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";3
84;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";4
84;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";5
84;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";6
84;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";7
84;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";8
84;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";9
84;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";10
84;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";11
84;"23";"+2,73";"-0,00";"+2,93";"+0,48";273;0;"B_left";12
84;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";13
84;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";14
84;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"B_left";15
84;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";16
84;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";17
84;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";18
84;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";19
84;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";20
84;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";21
84;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";22
84;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";23
85;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";0
85;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";1
85;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";2
85;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";3
85;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";4
85;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";5
85;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";6
85;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";7
85;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";8
85;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";9
85;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";10
85;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"A_left";11
85;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";12
85;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";13
85;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";14
85;"23";"+2,73";"-0,00";"+2,93";"+0,48";273;0;"A_left";15
85;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";16
85;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";17
85;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";18
85;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";19
85;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";20
85;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";21
85;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";22
85;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";23
86;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";0
86;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";1
86;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";2
86;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";3
86;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";4
86;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";5
86;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";6
86;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";7
86;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";8
86;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";9
86;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";10
86;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";11
86;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";12
86;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";13
86;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";14
86;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";15
86;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";16
86;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";17
86;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";18
86;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";19
86;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"A_left";20
86;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"A_left";21
86;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";22
86;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";23
87;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";0
87;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";1
87;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";2
87;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";3
87;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";4
87;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";5
87;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";6
87;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";7
87;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";8
87;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";9
87;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";10
87;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";11
87;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";12
87;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";13
87;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";14
87;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";15
87;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";16
87;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";17
87;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";18
87;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";19
87;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"B_left";20
87;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"A_left";21
87;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";22
87;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";23
88;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";0
88;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";1
88;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"A_left";2
88;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";3
88;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";4
88;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";5
88;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";6
88;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";7
88;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";8
88;"15";"-0,73";"-0,00";"-0,41";"-0,41";-73;0;"B_left";9
88;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";10
88;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";11
88;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";12
88;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";13
88;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";14
88;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";15
88;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";16
88;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";17
88;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";18
88;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"B_left";19
88;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";20
88;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";21
88;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";22
88;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";23
89;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";0
89;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";1
89;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";2
89;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";3
89;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";4
89;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";5
89;"18";"+0,48";"-0,93";"+1,00";"-1,00";48;-93;"A_left";6
89;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";7
89;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";8
89;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";9
89;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";10
89;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";11
89;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";12
89;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";13
89;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";14
89;"17";"-0,00";"-0,73";"+0,48";"-0,93";0;-73;"B_left";15
89;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";16
89;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";17
89;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"B_left";18
89;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";19
89;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";20
89;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";21
89;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"B_left";22
89;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";23
90;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";0
90;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";1
90;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"B_left";2
90;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";3
90;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";4
90;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";5
90;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";6
90;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";7
90;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";8
90;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";9
90;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"A_left";10
90;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";11
90;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"B_left";12
90;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";13
90;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"B_left";14
90;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";15
90;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";16
90;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";17
90;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";18
90;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"A_left";19
90;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";20
90;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";21
90;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";22
90;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";23
91;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";0
91;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"A_left";1
91;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";2
91;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";3
91;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";4
91;"13";"-1,00";"+1,00";"-0,93";"+0,48";-100;100;"A_left";5
91;"2";"+2,93";"+1,52";"+2,73";"+2,00";273;200;"A_left";6
91;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";7
91;"16";"-0,41";"-0,41";"-0,00";"-0,73";-41;-41;"A_left";8
91;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";9
91;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";10
91;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";11
91;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";12
91;"14";"-0,93";"+0,48";"-0,73";"-0,00";-93;48;"B_left";13
91;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"B_left";14
91;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";15
91;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";16
91;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";17
91;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";18
91;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";19
91;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";20
91;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";21
91;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";22
91;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";23
92;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"A_left";0
92;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";1
92;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"B_left";2
92;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"A_left";3
92;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"B_left";4
92;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"B_left";5
92;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"A_left";6
92;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";7
92;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";8
92;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";9
92;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";10
92;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";11
92;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"B_left";12
92;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"A_left";13
92;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";14
92;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";15
92;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";16
92;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";17
92;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";18
92;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";19
92;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"A_left";20
92;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"A_left";21
92;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";22
92;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";23
93;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";0
93;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"B_left";1
93;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";2
93;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";3
93;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";4
93;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"A_left";5
93;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";6
93;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";7
93;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";8
93;"3";"+2,73";"+2,00";"+2,41";"+2,41";241;241;"B_left";9
93;"6";"+1,52";"+2,93";"+1,00";"+3,00";100;300;"B_left";10
93;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"B_left";11
93;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"A_left";12
93;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";13
93;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";14
93;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";15
93;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"B_left";16
93;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";17
93;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";18
93;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";19
93;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";20
93;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";21
93;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";22
93;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"A_left";23
94;"2";"+2,93";"+1,52";"+2,73";"+2,00";293;152;"A_left";0
94;"23";"+2,73";"-0,00";"+2,93";"+0,48";293;48;"B_left";1
94;"7";"+1,00";"+3,00";"+0,48";"+2,93";100;300;"B_left";2
94;"3";"+2,73";"+2,00";"+2,41";"+2,41";273;200;"B_left";3
94;"22";"+2,41";"-0,41";"+2,73";"-0,00";273;0;"A_left";4
94;"21";"+2,00";"-0,73";"+2,41";"-0,41";241;-41;"B_left";5
94;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";6
94;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"B_left";7
94;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";8
94;"10";"-0,41";"+2,41";"-0,73";"+2,00";-41;241;"B_left";9
94;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";10
94;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";11
94;"1";"+3,00";"+1,00";"+2,93";"+1,52";300;100;"A_left";12
94;"13";"-1,00";"+1,00";"-0,93";"+0,48";-93;48;"B_left";13
94;"11";"-0,73";"+2,00";"-0,93";"+1,52";-73;200;"A_left";14
94;"5";"+2,00";"+2,73";"+1,52";"+2,93";200;273;"A_left";15
94;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";16
94;"4";"+2,41";"+2,41";"+2,00";"+2,73";241;241;"B_left";17
94;"20";"+1,52";"-0,93";"+2,00";"-0,73";200;-73;"B_left";18
94;"6";"+1,52";"+2,93";"+1,00";"+3,00";152;293;"B_left";19
94;"19";"+1,00";"-1,00";"+1,52";"-0,93";152;-93;"A_left";20
94;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"B_left";21
94;"17";"-0,00";"-0,73";"+0,48";"-0,93";48;-93;"A_left";22
94;"15";"-0,73";"-0,00";"-0,41";"-0,41";-41;-41;"A_left";23
95;"9";"+0,00";"+2,73";"-0,41";"+2,41";0;273;"A_left";0
95;"14";"-0,93";"+0,48";"-0,73";"-0,00";-73;0;"A_left";1
95;"18";"+0,48";"-0,93";"+1,00";"-1,00";100;-100;"A_left";2
95;"12";"-0,93";"+1,52";"-1,00";"+1,00";-93;152;"A_left";3
95;"24";"+2,93";"+0,48";"+3,00";"+1,00";300;100;"B_left";4
95;"16";"-0,41";"-0,41";"-0,00";"-0,73";0;-73;"A_left";5
95;"1";"+3,00";"+1,00";"+2,93";"+1,52";293;152;"B_left";6
95;"8";"+0,48";"+2,93";"+0,00";"+2,73";48;293;"B_left";7
